property_id,property_name,past_uses,property_highlights,city
241099,Ballard Hill School,NA,"Site building was constructed between 1918-1920 and served as the grammar school for the town of Lincoln until 1988. In 1988, use of the building transitioned to Ballard Hill Community Center, which housed several municipal, school administrative, and nonprofit offices. The building operated as a community center until 2015; the building has reportedly been vacant since 2015. The Site building is a two-story wood-framed structure, covering an approximate ground footprint of 5,189 square feet.",LINCOLN
241101,9 Central Street,NA,NA,DANFORTH
241149,21 Pinnacle Drive,NA,NA,HALLOWELL
241303,Millinocket Mill,NA,Former Use: The site operated as a pulp and paper mill from approximately 1900 until its closure in 2008.,MILLINOCKET
241404,Former Maine General Hospital,NA,NA,GARDINER
241434,St. Croix Apartments,NA,Former HUD-financed apartment buildings planned for renovation. No RECs identified.,Calais
241443,Portland Harbor,NA,Former Use: Portland Harbor Maine. Historical commercial shipping and fishing port. Ownership is Private/Public,PORTLAND
241528,Hydraulic Oil Spill,NA,"TRP personnel identified significant staining on surface soils located in a remote area historically used for commercial timber harvesting. Hydraulic Oil was suspected based on the presence of several empty 5-gallon plastic containers. TRP screened, excavated, and disposed of stained soil. Confirmation sampling was also completed and submitted for laboratory analyses.

Former Use: The Site is located on tribal trust land in Lowelltown, Maine, to the west of Jackman. The Site and surrounding property consists of undeveloped forestland used primarily for timber harvesting and traditional tribal activities. The property was acquired by the Tribe in the early 1980's, as part of the Maine Indian Claims Settlement Act and has never been previously developed.",Lowelltown
241648,Hartland Consolidated School,NA,NA,HARTLAND
241823,Joy Enterprises,NA,Former dry cleaners now used only as a coin-operated laundry. Possible rehabilitation of upstairs apartment.,MACHIAS
241839,International Woolen Mill - Vacant Properties,NA,"Former Use: The IWC Vacant Parcels were originally developed in the early 1880s with structures associated with the IWC Mill Complex (formerly referred to as the Sanford Mills). The northern portion of the Site was filled in the 1930s toward the Mousam River. The source of the fill material is unknown. Site structures have included the Pump House (Building No. 118) and the Transformer House (Building No. 122) on Lot J29-21 and approximately nine outbuildings (Building Nos. 115, 116, 119, 120, 123, 129, 121, 131, and the acid shed/chemical storage shed) on Lot J30-47. The remains of Building Nos. 123 and 131 are located on Site. The Pump House and Transformer House remain standing. The other structures have been demolished.",SANFORD
241938,James Street Residence,NA,"Former Use: The Site is developed as a single-family residence. The Site is located adjacent to the former Shafter’s Junk Yard property, which operated as a junkyard from at least 1914 until 2014.",ROCKLAND
241940,A.D. Gray Middle School,NA,"Former Use: The Site consists of three irregularly-shaped parcels of land. The Site properties are described as the A.D. Gray School, the A.D. Gray fields parcel, and the Philbrook Athletic Fields Parcel. The school building was constructed in 1935.",WALDOBORO
242069,1 & 2 Fourth Street - Former Old Town Water Works,NA,NA,OLD TOWN
242574,11 Doc Day Lane,NA,"Former funeral home, residence and multi-family apartment.  Damaged from fire in 2016; now unoccupied.  Town plans waterfront park and is considering using part of Site for access and park amenities.",DANFORTH
242598,Woodex,NA,NA,LINCOLN
242829,Downeast Correctional Facility,NA,Site is a correctional facility closed in 2019. Formerly a US Air Force communications base 1955 to 1979. Site is proposed for development as a prisoner holding facility.,MACHIASPORT
243492,Sportsman's Alliance of Maine,NA,NA,AUGUSTA
243516,Temple Israel,NA,NA,OLD TOWN
243709,Haskell Lumber Dam,NA,NA,LINCOLN
243711,Cambolasse Pond Dam,NA,NA,Lincoln
243712,Long Pond Dam,NA,NA,Lincoln
243714,Stump Pond Dam,NA,NA,LINCOLN
243715,Mattanawcook Pond Dam,NA,NA,Lincoln
243718,Folsom Pond Dam,NA,NA,Lincoln
243720,Upper Pond Dam,NA,NA,Lincoln
243721,Little Round Pond Dam,NA,NA,Lincoln
243722,Upper Cold Stream Pond Dam,NA,NA,LINCOLN
244464,Old Post Road Parcels,NA,NA,KITTERY
244705,"52-54, 56, 60 Front Street & 17 Temple Street",NA,"A private Phase I was completed in fall 2020 by St. Germain. RECs include 1) presence of a former auto repair/filling station and associated former USTs at one of the Site properties, 2) Presence of two former auto repair facilities and a filling station with a mapped UST in west-adjacent/surrounding properties in the 1940s, 3) Spill report A-248-1994: Removal of six USTs (waste oil and gasoline) at 52 Front Street in 1994 along with 30 CY of contaminated soil; some contaminated soil was left in place and cleanup was assigned the MEDEP Baseline Cleanup Standard, 4) a 550-gallon heating oil UST was removed in 1990 from 60 Front Street but there is no supporting documentation, and 5) Spill report A-478-1993: ""Free petroleum product was encountered during buried telephone line work at the corner of Temple and Front Streets. Approx. 10 CY of soil removed.""",WATERVILLE
244770,Social Services Building,NA,"The Site includes a 1.5 story stick-built structure with a footprint of approximately 900 square feet. The
building features wood siding, a concrete foundation, and was reportedly constructed in the early 1970's.
Currently vacant and unused, the property was previously operated and managed by the tribal
government and used for various purposes including a health clinic, social services department,
temporary housing, and overflow classroom space. The building has electric heat and is serviced by
public water and sewer. The surrounding area is developed and includes a mixture of tribal government
buildings and private residences.",Pleasant Point Reservation
