city,site,name,address,IC,program,status_date,status,n_gdb,n_pdf
T07 R19 WELS,REM01192,STE. AURELIE LANDFILL,DUMP ROAD,NO, VRAP ,2000-03-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
THOMASTON,REM01193,CREEK HILL SERVICE CENTER,ROUTE 1,NO, VRAP ,1996-11-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
THOMASTON,REM01194,FORMER L.M. BOATBUILDING,29 WATER STREET,YES, VRAP ,2000-02-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
VAN BUREN,REM01195,ELDENS SERVICE,13 & 15 MAIN STREET,YES, VRAP ,1998-04-02,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
VANCEBORO,REM01196,VANCEBORO RAIL YARD,RAILROAD STREET,YES, VRAP ,2005-10-27,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
VEAZIE,REM01197,GRAHAM STATION,THOMPSON ROAD,YES, VRAP ,1999-06-21,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
VINALHAVEN,REM01198,VINALHAVEN FUEL COMPANY,WEST MAIN STREET,NO, VRAP ,1998-03-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WALES,REM01199,OLD FOX CHEMICAL,358 LEEDS JUNCTION ROA,YES, VRAP ,2000-05-08,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WATERVILLE,REM01200,ATRIUM HOTEL,332 MAIN STREET,YES, VRAP ,2001-02-22,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WATERVILLE,REM01203,FRONT STREET MPL,31 FRONT STREET,YES, VRAP ,1996-06-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WATERVILLE,REM01204,LARSONS SERVICE,366 MAIN STREET,NO, VRAP ,2003-07-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WATERVILLE,REM01205,MAINE SMOKE SHOP,126 COLLEGE AVENUE,YES, VRAP ,1999-02-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WATERVILLE,REM01208,WATERVILLE SURPLUS PROPERTY,OFF ROUTE 201,NO, VRAP ,1999-09-09,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
WELLS,REM01209,CHRISTY'S #314,U.S. ROUTE 1 MILE ROAD,YES, VRAP ,2016-04-27,TRANSFERRED TODIVISION OIL,NA,1
TREMONT,REM01210,SEASIDE COTTAGES,RICHTOWN ROAD,YES, VRAP ,2000-12-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTBROOK,REM01212,FORMER WESTBROOK FORESTRY DEPT.,7 STEVENS AVENUE,YES, VRAP ,1999-02-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTBROOK,REM01213,METCO,356 COUNTY ROAD,YES, VRAP ,2000-09-11,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTBROOK,REM01214,STULTZ ELECTRIC MOTOR,25 BRIDGE STREET,YES, VRAP ,2003-09-08,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTBROOK,REM01215,TRI-TANK ENGINEERING INC.,73 WARREN AVENUE,YES, VRAP ,2002-08-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WINDHAM,REM01216,L.C. ANDREWS LUMBER MILL,MAIN STREET,YES, VRAP ,2003-12-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WINTHROP,REM01217,FORMER AUDETTES HARDWARE,CORNER OF BOWDOIN & M,YES, VRAP ,2005-03-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WINTHROP,REM01218,QUAKER LACE COMPANY,ROYAL STREET,NO, VRAP ,2019-10-04,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
WISCASSET,REM01219,WALKER BOARDWAY,139 CHEWONKI ROAD,YES, VRAP ,1999-06-14,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YARMOUTH,REM01220,BICKFORD/DE,US ROUTE 1/CLEAVES STR,YES, VRAP ,1998-08-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YARMOUTH,REM01221,FOREST PAPER COMPANY,U.S. ROUTE 1,YES, VRAP ,1998-02-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM01222,A-FRAME AUTOBODY,975 U.S. ROUTE 1,NO, VRAP ,1999-05-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM01223,OLSEN'S BAKERY,U.S. ROUTE 1,NO, VRAP ,1996-02-14,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM01224,PERKINS MOTORS,ROUTE 130,YES, VRAP ,2002-08-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM01225,YORK VILLAGE SHOPPING CENTER,LONG SANDS ROAD,NO, VRAP ,2019-01-04,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
AUBURN,REM01229,ARC AUBURN,1072 MINOT AVENUE,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
AUGUSTA,REM01231,MT PLEASANT SOLDIERS LOT,NA,NO, FEDERAL FACILITIES ,1992-09-21,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
AUGUSTA,REM01232,CPO KEYES,NA,NO, FEDERAL FACILITIES ,2018-12-04,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
BANGOR,REM01235,ARC BANGOR,931 UNION STREET,NO, VRAP ,2005-09-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
BANGOR,REM01240,DOW AFB FAMILY HOUSING #2,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
T32 MD,REM01242,DOW PRECISION BOMBING RANGE,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BAR HARBOR,REM01245,NAVAL ORDNANCE FACILITY,BALD PORCUPINE ISLAND,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BAR HARBOR,REM01246,SPANISH AMERICAN WAR BATTERY,SCHOONER HEAD ROAD,NO, FEDERAL FACILITIES ,1995-09-13,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BAR HARBOR,REM01248,US NAVAL SECTION BASE,WEST STREET,NO, FEDERAL FACILITIES ,1994-11-15,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BELFAST,REM01249,LITTLE RIVER BATTERY,BATTERY ROAD,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BELFAST,REM01250,MINISTERS POINT BATTERY,EAST SIDE BATTERY,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BIDDEFORD,REM01251,FLETCHER'S NECK FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
WINTER HARBOR,REM01252,NAVAL RADIO COMPASS STATION,NA,NO, FEDERAL FACILITIES ,2020-10-29,INVESTIGATION STAGE ONGOING,NA,1
BOOTHBAY,REM01253,FORT ISLAND BATTERY,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BRIDGEWATER,REM01255,BRIDGEWATER GAP FILLER ANNEX,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BRUNSWICK,REM01258,EAST BRUNSWICK,OLD BATH RD,NO, FEDERAL FACILITIES ,2010-08-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
BRUNSWICK,REM01259,MCKEEN STREET HOUSING,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
CAPE ELIZABETH,REM01261,CAPE ELIZABETH FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
CAPE ELIZABETH,REM01262,TRUNDY POINT FIRE CONTROL STATION,REEF ROAD,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
CAPE ELIZABETH,REM01263,US NAVY MAGNETIC LOOP STATION,NA,NO, FEDERAL FACILITIES ,1994-06-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
CASTINE,REM01270,FORT GEORGE,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
CASTINE,REM01271,FORT MADISON,NA,NO, FEDERAL FACILITIES ,2001-04-13,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
CASTINE,REM01272,FORT PENTAGOET,NA,NO, FEDERAL FACILITIES ,2001-05-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MADAWASKA,REM01280,MADAWASKA DAM & RESERVOIR,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
GOULDSBORO,REM01284,NSGA COREA OPERATIONS,OFF ROUTE 195,NO, UNCONTROLLED SITES ,2016-03-13,REMEDIATION STAGE NEED (AWAITING RESOURCES),4,1
LONG ISLAND,REM01286,LITTLE CHEBEAGUE ISLAND RECREATIONAL AN,NA,NO, FEDERAL FACILITIES ,2009-11-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
T18 MD BPP,REM01291,DEBLOIS PRECISION BOMBING RANGE,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
T14 R09 WELS,REM01293,LORING SURVIVAL TRAINING ANNEX,NA,NO, FEDERAL FACILITIES ,1996-02-21,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
LAMOINE,REM01294,NAVAL FUEL DEPOT,ROUTE 184,NO, FEDERAL FACILITIES ,1994-12-13,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EASTPORT,REM01295,FORT SULLIVAN,MCKINNLEY STREET,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EASTPORT,REM01296,TREATS ISLAND BATTERY,TREATS AND DUDLEY ISLA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EASTPORT,REM01297,TODDS HEAD BATTERY,CAPON STREET,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EDGECOMB,REM01298,FORT EDGECOMB,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
EDMUNDS TWP,REM01299,CAMP OLSEN,DODGE ROAD,NO, VRAP ,2024-08-21,INVESTIGATION STAGE ONGOING,3,1
FALMOUTH,REM01300,FLEET BILLETING OFFICERS QUARTERS,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
GEORGETOWN,REM01305,SUGARLOAF ISLANDS,NORTH & SOUTH SUGARLO,NO, FEDERAL FACILITIES ,1995-01-19,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HARPSWELL,REM01308,BAILEY ISLAND FIRE CONTROL STATION,ROUTE 24,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
HARPSWELL,REM01313,US NAVY MAGNET LOOP STATION,NA,NO, FEDERAL FACILITIES ,1994-11-17,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
JONESPORT,REM01317,DIRECTION FINDER STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
KENNEBUNK,REM01318,GELASPUS POINT FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
KENNEBUNKPORT,REM01319,CAPE PORPOISE FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
KENNEBUNKPORT,REM01320,FORMER FORT AT KENNEBUNK POINT,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
KITTERY,REM01321,DIVE BOMBING TARGET,DUCK ISLAND ISLE OF SHO,NO, FEDERAL FACILITIES ,2003-10-31,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
KITTERY,REM01327,WOOD ISLAND LIFESAVING STATION,WOOD ISLAND,NO, VRAP ,2017-02-28,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
LEWISTON,REM01328,LEWISTON ANG,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
AUBURN,REM01329,US NAVAL AUX ILIARY AIR FACILITY,380 LEWISTON JUNCTION R,NO, FEDERAL FACILITIES ,2009-04-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
LONG ISLAND,REM01336,US NAVY AUXILIARY AIR FACILITY,ISLAND AVE,NO, FEDERAL FACILITIES ,1993-04-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PROSPECT,REM01338,FORT KNOX,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
MACHIAS,REM01339,FORT MANNING,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
KITTERY,REM01341,FORT FOSTER,NA,NO, FEDERAL FACILITIES ,2001-04-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MACHIASPORT,REM01342,FORT O BRIEN,NA,NO, FEDERAL FACILITIES ,2001-04-09,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NORTH BERWICK,REM01346,AREA MIKE,NA,NO, FEDERAL FACILITIES ,2020-06-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
YORK,REM01348,BALD HEAD CLIFF FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
OWLS HEAD,REM01350,POST HILL TRIAL COURSE RANGE,NORTH SHORE DRIVE,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PHIPPSBURG,REM01356,SMALL POINT FIRE CONTROL STATION,SMALL POINT ROAD,NO, FEDERAL FACILITIES ,1993-08-16,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01359,COMMANDING OFFICERS HEADQUARTERS,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
LONG ISLAND,REM01360,CROW ISLAND MILITARY RESERVATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01361,FORMER FLEET CLUB,307 CUMBERLAND AVENUE,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01362,FLEET THEATER,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01363,FORT ALLEN,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01364,FORT BURROWS,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01365,FORT GORGES,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01366,FORT LAWRENCE,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01367,FORT LYON,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01369,FORT SCAMMELL,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01370,FORMER FORT SUMNER,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01372,NAVAL HARBOR DEFENSE FUEL ANNEX,NA,NO, FEDERAL FACILITIES ,1994-06-21,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM01374,LOWER BATTERY INDIA STREET,INDIA STREET,NO, FEDERAL FACILITIES ,1995-05-24,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01375,NAVAL ATHLETIC CENTER,20 MILK STREET,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01376,NAVAL INTELLIGENCE CENTER,NA,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01377,NAVY RECRUITING STATION,FEDERAL STREET,NO, FEDERAL FACILITIES ,1995-04-13,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM01378,NAVAL RESERVE CENTER,COMMERCIAL STREET,NO, VRAP ,2011-10-13,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01380,NET TENDER DEPOT,NA,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01383,PORTLAND BACHELOR OFFICERS QUARTERS,29 BOWDOIN STREET,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SCARBOROUGH,REM01386,PROUTS NECK FIRE CONTROL STATION,WINSLOW HOMER RD.,NO, FEDERAL FACILITIES ,2024-02-14,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
PORTLAND,REM01387,PUBLIC WORKS SHOPS,353 CUMBERLAND AVENUE,NO, FEDERAL FACILITIES ,1995-09-07,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PORTLAND,REM01389,UPPER BATTERY FREE STREET,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01390,US NAVY PIER,6 COMMERCIAL STREET,NO, BROWNFIELDS ,2024-11-22,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM01391,WAVE OFFICERS HQRS,NA,NO, FEDERAL FACILITIES ,1995-06-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PRESQUE ISLE,REM01394,PRESQUE ISLE AFB,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
PRESQUE ISLE,REM01396,PRESQUE ISLE MILITARY FAMILY HOUSING,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
PRINCETON,REM01398,PRINCETON REGIONAL AIRPORT,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
GOULDSBORO,REM01399,NAVASTROGU,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
EASTPORT,REM01400,NAVAL COMMAND TRAINING CAMP,OFF ROUTE 190,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
REDINGTON TWP,REM01401,SERE LANDFILL,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
ROCKLAND,REM01402,JAMESON POINT BATTERY,220 WARRENTON STREET,NO, FEDERAL FACILITIES ,1998-10-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
OWLS HEAD,REM01403,US NAVY AUXILIARY AIR STATION,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM01404,PORTLAND NAVAL SECTION BASE,NA,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SCARBOROUGH,REM01407,FORMER FORT PREBLE ANNEX,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SEDGWICK,REM01410,SEDGWICK GAP FILLER ANNEX,CHRISTY HILL ROAD,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SOUTH BRISTOL,REM01411,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT RUTHERFORD ISLAND,NA,NO, FEDERAL FACILITIES ,1950-01-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
SOUTH PORTLAND,REM01414,S PORTLAND NAVSECORU,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
ST GEORGE,REM01418,FORT ST. GEORGES,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
TOPSFIELD,REM01419,TOPSFIELD GAP FILLER ANNEX Z-65A,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
TRENTON,REM01422,BAR HARBOR NAVAL AIR FACILITY,CARUSO DRIVE TRENTON,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
WELLS,REM01423,MOODY BEACH FIRE CONTROL STATION,WEBHANNET ROAD,NO, FEDERAL FACILITIES ,1993-08-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WESTPORT ISLAND,REM01424,FORT MCDONOUGH,NA,NO, FEDERAL FACILITIES ,2001-05-21,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
WINTER HARBOR,REM01426,EGG ROCK BATTERY,EGG ROCK,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
WINTER HARBOR,REM01427,TURTLE ISLAND BATTERY,TURTLE ISLAND,NO, FEDERAL FACILITIES ,1998-11-10,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WINTER HARBOR,REM01428,WINTER HARBOR HOUSING,OCEAN HEIGHTS DRIVE,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
YARMOUTH,REM01431,AMTB DRINKWATER POINT,GILMAN ROAD,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
YORK,REM01432,CAPE NEDDICK FIRE CONTROL STATION,NUBBLE ROAD,NO, FEDERAL FACILITIES ,1999-05-20,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
YORK,REM01433,FORT EDWARD,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
YORK,REM01434,SEAL HEAD POINT FIRE CONTROL STATION,LOCKE LANE,NO, FEDERAL FACILITIES ,1997-12-08,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
SOUTHWEST HARBOR,REM01436,SEAWALL MAINE DIRECTION FINDER STATION,SEAWALL ROAD,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
T18 MD BPP,REM01437,COLUMBIA FALLS AFS,NA,NO, FEDERAL FACILITIES ,1950-01-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
